0,0.00214123,0.00184598,-0.00214123,-0.00184598,0,0,0.00135983,0.0021916,0.000747575,-0.000960356,-0.00208661,-0.00123125,-2.07925e-05,0,0.00123503,0.00366144,0.00518927,0.00545606,0.00501089,0.00414683,0.00330024,0.00296201,0.00358669,0.00551497,0.00892055,0.0137872,0.0199166,0.026964,0.0344949,0.0420535,0.0492349,0.0557517,0.061487,0.066529,0.0711832,0.0759626,0.0815552,0.0887751,0.0984985,0.111594,0.12885,0.150909,0.178207,0.210937,0.249017,0.292087,0.339523,0.390463,0.443858,0.498526,0.553221,0.606698,0.657786,0.705444,0.748819,0.787286,0.820471,0.848266,0.870816,0.888508,0.901924,0.911804,0.918982,0.924329,0.928691,0.932823,0.937342,0.942678,0.94905,0.956448,0.964648,0.973236,0.981658,0.989293,0.995531,0.999875,1.00203,1.00199,1.00009,0.997089,0.994064,0.992406,0.993645,0.999255,1.0104,1.02764,1.05071,1.07833,1.10819,1.13717,1.16193,1.17971,1.18952,1.19323,1.1962,1.20634,1.22997,1.26175,1.27051,1.26316
0,0.00214085,0.00184568,-0.00214085,-0.00184568,0,0,0.00135989,0.00219181,0.000747823,-0.000960406,-0.0020874,-0.0012314,-2.03152e-05,0,0.00122561,0.00364843,0.0051817,0.00544766,0.0050015,0.00413606,0.00328749,0.00294655,0.00356769,0.00549159,0.00889203,0.0137529,0.019876,0.026917,0.0344414,0.0419935,0.0491687,0.0556798,0.0614098,0.0664471,0.0710972,0.0758732,0.0814634,0.0886817,0.0984047,0.111501,0.128759,0.150821,0.178125,0.210862,0.248951,0.292032,0.33948,0.390433,0.443842,0.498525,0.553234,0.606726,0.657827,0.705497,0.748884,0.78736,0.820552,0.848352,0.870906,0.8886,0.902017,0.911896,0.919073,0.924419,0.928778,0.932907,0.937421,0.942753,0.949119,0.956511,0.964704,0.973283,0.981697,0.989323,0.995553,0.99989,1.00204,1.00199,1.0001,0.997089,0.994064,0.992405,0.993641,0.999244,1.01037,1.0276,1.05065,1.07824,1.10806,1.13701,1.16174,1.17951,1.18932,1.19304,1.19602,1.20617,1.22979,1.26157,1.27034,1.26301
0,0.00214046,0.00184538,-0.00214046,-0.00184538,0,0,0.00135995,0.00219202,0.000748072,-0.000960453,-0.00208818,-0.00123156,-1.9844e-05,0,0.00121623,0.00363547,0.00517414,0.00543928,0.00499213,0.00412531,0.00327477,0.00293112,0.00354871,0.00546823,0.00886353,0.0137186,0.0198355,0.0268701,0.0343878,0.0419335,0.0491026,0.0556078,0.0613326,0.0663651,0.0710112,0.0757839,0.0813716,0.0885883,0.0983108,0.111408,0.128668,0.150734,0.178044,0.210788,0.248885,0.291977,0.339436,0.390403,0.443826,0.498524,0.553248,0.606754,0.657868,0.705551,0.748948,0.787433,0.820633,0.848438,0.870996,0.888692,0.90211,0.911989,0.919165,0.924508,0.928864,0.93299,0.937501,0.942828,0.949188,0.956574,0.964759,0.973331,0.981736,0.989353,0.995576,0.999904,1.00205,1.00199,1.0001,0.99709,0.994064,0.992404,0.993637,0.999234,1.01035,1.02756,1.05058,1.07814,1.10793,1.13685,1.16156,1.17931,1.18911,1.19284,1.19584,1.20601,1.22962,1.26138,1.27017,1.26286
0,0.00214007,0.00184508,-0.00214007,-0.00184508,0,0,0.00136002,0.00219222,0.000748321,-0.000960497,-0.00208896,-0.00123172,-1.93787e-05,0,0.00120688,0.00362255,0.0051666,0.00543092,0.00498279,0.00411458,0.00326208,0.00291571,0.00352976,0.0054449,0.00883506,0.0136844,0.0197951,0.0268231,0.0343343,0.0418735,0.0490364,0.0555359,0.0612554,0.0662831,0.0709252,0.0756945,0.0812796,0.0884948,0.0982168,0.111315,0.128577,0.150647,0.177962,0.210713,0.24882,0.291922,0.339393,0.390373,0.44381,0.498522,0.553261,0.606782,0.65791,0.705604,0.749012,0.787507,0.820714,0.848524,0.871086,0.888784,0.902203,0.912082,0.919256,0.924598,0.928951,0.933073,0.93758,0.942902,0.949257,0.956636,0.964814,0.973378,0.981775,0.989384,0.995598,0.999919,1.00205,1.002,1.0001,0.99709,0.994064,0.992403,0.993633,0.999223,1.01033,1.02752,1.05052,1.07804,1.1078,1.13669,1.16137,1.17911,1.18891,1.19265,1.19567,1.20584,1.22945,1.2612,1.27,1.26271
0,0.00213968,0.00184478,-0.00213968,-0.00184478,0,0,0.00136008,0.00219242,0.00074857,-0.000960537,-0.00208973,-0.00123188,-1.89194e-05,0,0.00119756,0.00360967,0.00515908,0.00542258,0.00497346,0.00410388,0.00324941,0.00290032,0.00351083,0.0054216,0.00880661,0.0136501,0.0197546,0.0267761,0.0342808,0.0418136,0.0489703,0.0554639,0.0611781,0.0662011,0.0708391,0.075605,0.0811877,0.0884013,0.0981228,0.111221,0.128486,0.15056,0.17788,0.210638,0.248754,0.291866,0.33935,0.390343,0.443794,0.498521,0.553275,0.606809,0.657951,0.705658,0.749077,0.78758,0.820795,0.848611,0.871176,0.888876,0.902296,0.912175,0.919348,0.924687,0.929038,0.933157,0.93766,0.942977,0.949326,0.956699,0.96487,0.973425,0.981814,0.989414,0.99562,0.999934,1.00206,1.002,1.0001,0.997091,0.994064,0.992402,0.993629,0.999212,1.01031,1.02748,1.05045,1.07795,1.10767,1.13653,1.16118,1.1789,1.1887,1.19245,1.19549,1.20567,1.22928,1.26102,1.26983,1.26256
0,0.00213928,0.00184447,-0.00213928,-0.00184447,0,0,0.00136013,0.00219262,0.00074882,-0.000960574,-0.00209049,-0.00123205,-1.84661e-05,0,0.00118829,0.00359684,0.00515157,0.00541426,0.00496415,0.0040932,0.00323676,0.00288497,0.00349193,0.00539832,0.00877819,0.0136159,0.0197142,0.0267292,0.0342273,0.0417536,0.0489041,0.055392,0.0611008,0.0661191,0.0707529,0.0755155,0.0810956,0.0883076,0.0980287,0.111128,0.128395,0.150472,0.177798,0.210563,0.248688,0.291811,0.339307,0.390313,0.443779,0.49852,0.553288,0.606837,0.657992,0.705712,0.749141,0.787654,0.820875,0.848697,0.871266,0.888969,0.902389,0.912268,0.919439,0.924777,0.929125,0.93324,0.937739,0.943052,0.949395,0.956762,0.964925,0.973473,0.981853,0.989444,0.995642,0.999949,1.00207,1.00201,1.0001,0.997092,0.994064,0.992401,0.993626,0.999202,1.01028,1.02743,1.05038,1.07785,1.10754,1.13637,1.161,1.1787,1.1885,1.19226,1.19531,1.2055,1.22911,1.26083,1.26966,1.26242
0,0.00213889,0.00184416,-0.00213889,-0.00184416,0,0,0.00136019,0.00219282,0.00074907,-0.000960607,-0.00209124,-0.00123221,-1.80187e-05,0,0.00117904,0.00358405,0.00514409,0.00540596,0.00495486,0.00408254,0.00322414,0.00286963,0.00347306,0.00537507,0.0087498,0.0135818,0.0196738,0.0266823,0.0341738,0.0416936,0.0488379,0.05532,0.0610234,0.066037,0.0706667,0.0754259,0.0810035,0.088214,0.0979345,0.111035,0.128304,0.150385,0.177716,0.210489,0.248622,0.291756,0.339263,0.390283,0.443763,0.498519,0.553302,0.606865,0.658034,0.705766,0.749206,0.787727,0.820956,0.848783,0.871357,0.889061,0.902483,0.91236,0.919531,0.924866,0.929212,0.933324,0.937818,0.943126,0.949464,0.956824,0.964981,0.97352,0.981892,0.989475,0.995664,0.999963,1.00208,1.00201,1.00011,0.997092,0.994065,0.9924,0.993622,0.999191,1.01026,1.02739,1.05032,1.07776,1.10741,1.13621,1.16081,1.1785,1.18829,1.19206,1.19513,1.20534,1.22894,1.26065,1.26949,1.26227
0,0.00213849,0.00184386,-0.00213849,-0.00184386,0,0,0.00136025,0.00219302,0.00074932,-0.000960637,-0.00209199,-0.00123238,-1.75772e-05,0,0.00116983,0.0035713,0.00513662,0.00539768,0.0049456,0.0040719,0.00321154,0.00285433,0.00345421,0.00535185,0.00872143,0.0135476,0.0196334,0.0266353,0.0341203,0.0416336,0.0487717,0.0552479,0.0609461,0.0659549,0.0705805,0.0753363,0.0809113,0.0881202,0.0978403,0.110941,0.128212,0.150297,0.177634,0.210414,0.248556,0.2917,0.33922,0.390253,0.443747,0.498518,0.553315,0.606893,0.658075,0.705819,0.749271,0.787801,0.821038,0.84887,0.871447,0.889154,0.902576,0.912453,0.919623,0.924956,0.929299,0.933407,0.937898,0.943201,0.949533,0.956887,0.965036,0.973568,0.981931,0.989505,0.995686,0.999978,1.00209,1.00202,1.00011,0.997093,0.994065,0.9924,0.993618,0.999181,1.01024,1.02735,1.05025,1.07766,1.10728,1.13605,1.16062,1.1783,1.18809,1.19187,1.19495,1.20517,1.22877,1.26046,1.26932,1.26212
0,0.00213809,0.00184355,-0.00213809,-0.00184355,0,0,0.0013603,0.00219321,0.00074957,-0.000960664,-0.00209273,-0.00123255,-1.71415e-05,0,0.00116066,0.0035586,0.00512917,0.00538942,0.00493635,0.00406128,0.00319896,0.00283905,0.00343539,0.00532865,0.00869309,0.0135135,0.019593,0.0265885,0.0340668,0.0415737,0.0487055,0.0551759,0.0608687,0.0658727,0.0704942,0.0752467,0.0808191,0.0880264,0.097746,0.110848,0.128121,0.15021,0.177552,0.210339,0.24849,0.291645,0.339177,0.390223,0.443731,0.498517,0.553329,0.606921,0.658117,0.705873,0.749335,0.787875,0.821119,0.848957,0.871537,0.889246,0.902669,0.912547,0.919714,0.925046,0.929386,0.933491,0.937978,0.943276,0.949603,0.95695,0.965091,0.973615,0.981969,0.989535,0.995708,0.999993,1.0021,1.00202,1.00011,0.997093,0.994065,0.992399,0.993614,0.99917,1.01021,1.02731,1.05019,1.07756,1.10715,1.13588,1.16043,1.17809,1.18788,1.19167,1.19477,1.205,1.2286,1.26028,1.26915,1.26197
0,0.00213769,0.00184323,-0.00213769,-0.00184323,0,0,0.00136036,0.0021934,0.000749821,-0.000960687,-0.00209347,-0.00123272,-1.67118e-05,0,0.00115152,0.00354594,0.00512174,0.00538117,0.00492713,0.00405069,0.00318641,0.00282379,0.0034166,0.00530549,0.00866477,0.0134794,0.0195526,0.0265416,0.0340133,0.0415137,0.0486393,0.0551039,0.0607913,0.0657905,0.0704079,0.0751569,0.0807268,0.0879325,0.0976516,0.110754,0.12803,0.150122,0.177469,0.210264,0.248424,0.291589,0.339133,0.390193,0.443715,0.498515,0.553343,0.606949,0.658158,0.705927,0.7494,0.787949,0.8212,0.849043,0.871628,0.889339,0.902763,0.91264,0.919806,0.925135,0.929473,0.933575,0.938057,0.943351,0.949672,0.957012,0.965147,0.973662,0.982008,0.989565,0.99573,1.00001,1.00211,1.00202,1.00011,0.997094,0.994065,0.992398,0.99361,0.999159,1.01019,1.02727,1.05012,1.07747,1.10703,1.13572,1.16025,1.17789,1.18768,1.19148,1.19459,1.20483,1.22843,1.26009,1.26898,1.26182
